[2025-10-27 11:05:23] [INFO] scene is QUCTc6BB5sX  , episodeid is 9411
[2025-10-27 11:05:24] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 0 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 31 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 32 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 33 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 34 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 35 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 36 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 37 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 38 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 39 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 40 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 41 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 42 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 43 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 44 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 45 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 46 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 47 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 48 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 49 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 50 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 51 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 52 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 53 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 54 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 55 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 56 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 57 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 58 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 59 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 60 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 61 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 62 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 63 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 64 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 65 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 66 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 67 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 68 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 69 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 70 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 71 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 72 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 73 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 74 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 75 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 76 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 77 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 78 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 79 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 80 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 81 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 82 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 83 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 84 , done False , is collided False
[2025-10-27 11:05:37] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 85 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 86 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 87 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 88 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 89 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 90 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 91 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 92 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 93 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 94 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 95 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 96 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 97 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 98 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 99 , done True , is collided False
[2025-10-27 11:05:38] [INFO] episode is done , distance_to_goal is 31.0, spl is 0.0 
sumreward is 0.9999999999999991
[2025-10-27 11:05:38] [INFO] scene is Z6MFQCViBuw  , episodeid is 8742
[2025-10-27 11:05:38] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 0 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 1 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 2 , done False , is collided False
[2025-10-27 11:05:38] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 3 , done False , is collided False
[2025-10-27 11:05:39] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 4 , done False , is collided False
[2025-10-27 11:05:39] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 5 , done False , is collided False
[2025-10-27 11:05:39] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 6 , done False , is collided False
[2025-10-27 11:05:39] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 7 , done False , is collided False
[2025-10-27 11:05:39] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 8 , done False , is collided False
[2025-10-27 11:05:39] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 9 , done False , is collided False
[2025-10-27 11:05:40] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 10 , done False , is collided False
[2025-10-27 11:05:40] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 11 , done False , is collided False
[2025-10-27 11:05:40] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 12 , done False , is collided False
[2025-10-27 11:05:40] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 13 , done False , is collided False
[2025-10-27 11:05:40] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 14 , done False , is collided False
[2025-10-27 11:05:40] [INFO] take action sac model 1, take action hybird model 1 ,reward -1.01 , step 15 , done False , is collided False
[2025-10-27 11:05:41] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 16 , done False , is collided False
[2025-10-27 11:05:41] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 17 , done False , is collided False
[2025-10-27 11:05:41] [INFO] take action sac model 1, take action hybird model 1 ,reward 0.99 , step 18 , done False , is collided False
[2025-10-27 11:05:41] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 19 , done False , is collided False
[2025-10-27 11:05:41] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 20 , done False , is collided False
[2025-10-27 11:05:41] [INFO] take action sac model 2, take action hybird model 1 ,reward -0.01 , step 21 , done False , is collided False
[2025-10-27 11:05:41] [INFO] take action sac model 3, take action hybird model 3 ,reward -0.01 , step 22 , done False , is collided False
